85734	ammonium chloride 2.14%	1986-05-05
17687	xenon xe 133-v.s.s.	1986-05-22
159	sulfapyridine	1986-05-28
80963	piperazine citrate	1986-06-17
13428	valpin 50	1986-07-02
18556	demazin	1986-07-08
16725	norinyl 1+80 28-day	1986-07-11
85827	hydralazine and hydrochlorthiazide	1986-07-11
16724	norinyl 1+80 21-day	1986-07-17
17835	chromalbin	1986-07-17
18758	travamulsion 20%	1986-07-18
86837	polaramine	1986-07-24
80483	hi-cor	1986-07-31
88542	lta ii kit	1986-08-15
12254	tindal	1986-08-29
17725	sodium pertechnetate tc 99m	1986-09-09
89166	synalgos-dc-a	1986-09-10
50276	achromycin	1986-10-09
12329	ismelin	1986-10-22
19523	cysteine hydrochloride	1986-10-22
16029	ovulen-21	1986-10-23
16705	ovulen-28	1986-10-23
10976	enovid-e 21	1986-10-23
10976	enovid-e	1986-10-23
10976	enovid	1986-10-23
16029	ovulen	1986-10-23
18512	sorbitol 3% in plastic container	1986-10-30
18489	technescan hida	1986-10-31
86423	ditate-ds	1986-11-28
89141	aerolate	1986-12-03
1104	doca	1986-12-05
85172	niacin	1986-12-10
17569	renoquid	1986-12-16
70496	naloxone	1986-12-19
87075	md-50	1987-02-04
17020	panwarfin	1987-02-25
87388	md-gastroview	1987-02-27
9166	hydroxystilbamidine isethionate	1987-03-19
18856	xylose	1987-03-26
84640	diphen	1987-04-07
4	paredrine	1987-05-26
70942	trialodine	1987-06-12
19037	imodium	1987-06-16
11673	tepanil	1987-06-16
19401	pseudo-12	1987-06-19
13264	hydromox	1987-07-15
88174	fluotrex	1987-07-28
87963	myidyl	1987-08-12
10124	serpalan	1987-09-15
85248	trichlormethiazide w/ reserpine	1987-09-30
86008	alphaderm	1987-10-19
6110	dienestrol	1987-12-07
18121	catarase	1987-12-08
19530	ucephan	1987-12-23
87111	methyltestosterone	1988-01-05
72036	nuprin	1988-02-16
18088	mpi krypton 81m generator	1988-02-22
62888	principen	1988-03-04
18050	corsym	1988-04-15
16245	vercyte	1988-04-22
62895	cyclacillin	1988-05-04
50571	cefmax	1988-05-06
8248	wyamine sulfate	1988-05-31
19240	e-z scrub 201	1988-06-21
19432	spectamine	1988-07-29
8883	ophthaine	1988-08-08
18335	amerscan mdp kit	1988-08-24
60591	chloromycetin	1988-08-24
15103	demi-regroton	1988-08-26
15103	regroton	1988-08-26
10744	darbid	1988-09-09
17895	janimine	1988-09-12
88116	myfed	1988-09-14
8565	thiosulfil	1988-10-17
85756	cam-metrazine	1988-11-09
89127	mepro-aspirin	1988-11-18
17784	technetium tc 99m tsc	1988-12-15
71215	medipren	1988-12-29
19518	extra-strength aim	1989-01-24
62752	tetracycline hydrochloride	1989-01-27
87394	x-trozine	1989-02-01
17594	capitrol	1989-02-08
17059	technecoll	1989-02-10
17264	technetium tc-99m pentetate kit	1989-02-17
17807	proferdex	1989-03-06
9378	cortef acetate	1989-03-22
6800	paradione	1989-03-24
14349	delfen	1989-03-27
19522	povidone iodine	1989-03-31
17736	paxipam	1989-04-04
12302	choloxin	1989-04-20
18263	microlite	1989-04-26
88934	sulfinpyrazone	1989-05-08
70249	nitrofurantoin macrocrystalline	1989-05-22
17982	amipaque	1989-05-31
19229	zinc sulfate	1989-06-06
88760	mexate-aq	1989-06-30
17773	technetium tc 99m maa	1989-07-06
87764	oby-trim	1989-07-06
86358	mexate	1989-07-12
18550	rimadyl	1989-07-17
60286	pfizerpen-as	1989-07-27
80530	dolene	1989-07-31
80966	probalan	1989-08-18
103158	alferon n injection	1989-10-10
18592	monistat 5	1989-10-27
85512	phenazine-35	1989-12-13
50636	clindamycin phosphate in dextrose 5%	1989-12-22
16820	emete-con	1990-01-16
87371	x-trozine l.a.	1990-01-25
7390	banthine	1990-02-02
19536	inderal	1990-02-14
17907	glucoscan	1990-03-26
88897	promethazine vc plain	1990-04-04
8032	telepaque	1990-05-02
18006	meclomen	1990-05-14
14860	aralen phosphate w/ primaquine phosphate	1990-05-29
88359	drize	1990-06-06
18674	metro i.v.	1990-06-22
89887	mexate-aq preserved	1990-07-30
18104	hylorel	1990-08-01
552	liquaemin lock flush	1990-08-02
552	liquaemin sodium preservative free	1990-08-02
552	liquaemin sodium	1990-08-02
88896	promethazine vc w/ codeine	1990-08-23
10753	estradurin	1990-09-06
83205	orabase hca	1990-09-11
18268	dextrose 5%, sodium chloride 0.2% and potassium chloride 0.224% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.2% and potassium chloride 0.15% in plastic container	1990-09-11
18725	acetated ringer's in plastic container	1990-09-11
18271	isolyte r w/ dextrose 5% in plastic container	1990-09-11
18722	sodium chloride 0.9% and potassium chloride 0.3% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.45% and potassium chloride 0.15% in plastic container	1990-09-11
18273	isolyte h w/ dextrose 5% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.45% and potassium chloride 0.075%	1990-09-11
18722	sodium chloride 0.9% and potassium chloride 0.075% in plastic container	1990-09-11
18722	sodium chloride 0.9% and potassium chloride 0.22% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.2% and potassium chloride 0.3% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.33% and potassium chloride 0.22% in plastic container	1990-09-11
18270	isolyte m w/ dextrose 5% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.33% and potassium chloride 0.15% in plastic container	1990-09-11
18274	isolyte s w/ dextrose 5% in plastic container	1990-09-11
18722	sodium chloride 0.9% and potassium chloride 0.15% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.2% and potassium chloride 0.075%	1990-09-11
18268	dextrose 5%, sodium chloride 0.33% and potassium chloride 0.30% in plastic container	1990-09-11
19025	isolyte p w/ dextrose 5% in plastic container	1990-09-11
18258	dextrose 5% in acetated ringer's in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.45% and potassium chloride 0.3% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.45% and potassium chloride 0.22% in plastic container	1990-09-11
18268	dextrose 5%, sodium chloride 0.33% and potassium chloride 0.075% in plastic container	1990-09-11
18269	isolyte e w/ dextrose 5% in plastic container	1990-09-11
20056	atropine sulfate	1990-09-19
88557	chlorothiazide and reserpine	1990-09-20
87858	isoetharine mesylate	1990-09-28
85075	aerolate iii	1990-10-18
85075	aerolate jr	1990-10-18
85075	aerolate sr	1990-10-18
71789	gen-xene	1990-11-14
86024	capital and codeine	1990-11-14
18535	diulo	1990-11-28
70104	steri-stat	1990-12-03
19776	concentraid	1990-12-26
19001	bepadin	1990-12-28
83383	diucardin	1990-12-28
9854	cortrophin-zinc	1991-01-02
88138	hydrocortisone in absorbase	1991-01-07
87759	prochlorperazine	1991-01-16
71295	atropine	1991-01-16
16923	tesuloid	1991-01-25
80138	sodium p.a.s.	1991-02-04
84578	lanophyllin	1991-02-05
13731	bilopaque	1991-02-21
72295	microderm	1991-02-28
103362	leukine	1991-03-05
70867	vincrex	1991-04-17
12968	oragrafin calcium	1991-05-06
6459	hetrazan	1991-05-10
10611	halotestin	1991-05-20
83231	ala-scalp	1991-05-20
88337	ergostat	1991-06-14
87007	trichlormethiazide	1991-06-25
84999	wygesic	1991-07-31
50633	cefpiramide sodium	1991-08-21
17535	lorelco	1991-08-26
60212	grisactin	1991-09-03
61910	ilotycin	1991-09-05
62290	eryderm	1991-09-11
10787	iron dextran	1991-09-19
18682	tz-3	1991-10-08
85034	alphazine	1991-10-10
18465	soyacal 10%	1991-11-07
18786	soyacal 20%	1991-11-07
81008	strifon forte dsc	1991-11-20
17638	thypinone	1991-11-25
62467	e-solve 2	1991-11-29
12731	decaspray	1991-11-29
88374	cyclophosphamide	1991-12-03
62522	sansac	1992-01-07
16110	prolixin enanthate	1992-01-21
62745	keflet	1992-02-05
18069	vansil	1992-02-24
80505	carmol hc	1992-02-27
72694	gencept 10/11-21	1992-02-28
12193	ser-ap-es	1992-02-28
72697	gencept 10/11-28	1992-02-28
12125	carbocaine w/ neo-cobefrin	1992-03-04
84714	hydro-reserp	1992-03-19
72510	methyldopa and hydrochlorothiazide	1992-04-02
19368	moctanin	1992-04-03
88342	fluoxymesterone	1992-04-06
81271	texacort	1992-04-17
19042	heparin sodium 2,000 units in sodium chloride 0.9% in plastic container	1992-04-20
7504	acthar	1992-04-20
19042	heparin sodium 5,000 units in sodium chloride 0.9% in plastic container	1992-04-20
16913	dopar	1992-05-05
17433	pre-op	1992-05-07
17433	pre-op ii	1992-05-07
11418	dimetane-ten	1992-06-03
19350	cupric sulfate	1992-06-09
20063	rbc-scan	1992-06-11
17364	aquatensen	1992-06-12
73465	sodium nitroprusside	1992-06-22
13636	renese-r	1992-06-26
83017	aristocort	1992-06-29
86309	homapin-5	1992-07-06
86308	homapin-10	1992-07-06
11903	zolyse	1992-07-08
62748	t-stat	1992-07-15
71383	oralone	1992-08-13
86842	dapsone	1992-08-19
11228	liquamar	1992-09-01
19912	broncho saline	1992-09-03
103463	orthoclone okt3	1992-09-14
16863	darvon-n w/ asa	1992-09-15
12967	oragrafin sodium	1992-09-17
84978	micrainin	1992-09-18
84566	lufyllin	1992-09-18
83247	nembutal	1992-09-24
62560	mandol	1992-10-30
62549	keflin in plastic container	1992-10-30
84343	kenalog	1992-11-09
16161	synalar-hp	1992-11-13
71159	nitro-bid	1992-11-18
60700	neo-synalar	1992-11-18
17932	protamine zinc & iletin i (beef-pork)	1992-12-07
18346	protamine zinc and iletin ii (pork)	1992-12-07
18476	protamine zinc and iletin ii	1992-12-07
50683	zefazone in plastic container	1992-12-29
50482	keflin	1993-01-19
60611	neo-medrol acetate	1993-01-22
17884	chronulac	1993-02-02
17657	cephulac	1993-02-09
16297	xylocaine 1.5% w/ dextrose 7.5%	1993-02-18
18353	flagyl i.v.	1993-03-05
87750	virilon	1993-03-24
61763	velosef '250'	1993-03-24
61763	velosef '125'	1993-03-24
62590	kefurox in plastic container	1993-04-14
9319	ambenyl	1993-04-14
9986	deltasone	1993-05-24
83823	nicolar	1993-05-27
19531	nutrilipid 10%	1993-05-28
19531	nutrilipid 20%	1993-05-28
12947	artane	1993-06-15
71910	sodium iodide i 123	1993-06-29
13247	torecan	1993-07-07
50637	zefazone	1993-07-30
17548	ocusert pilo-40	1993-08-13
12376	decadron	1993-08-27
12515	kenacort	1993-09-07
18508	tis-u-sol	1993-09-14
71545	norcept-e 1/35 21	1993-10-18
71546	norcept-e 1/35 28	1993-10-18
60272	e-mycin	1993-11-03
19687	lutrepulse kit	1993-12-02
20176	vitaped	1993-12-29
83919	miltown	1993-12-30
19585	mixtard human 70/30	1994-01-04
18509	baros	1994-01-06
88626	bromodiphenhydramine hydrochloride and codeine phosphate	1994-01-11
10374	medihaler-epi	1994-01-14
83040	sonazine	1994-01-24
12594	metahydrin	1994-01-28
62438	grisactin ultra	1994-01-31
11891	durabolin	1994-02-18
13296	duo-medihaler	1994-02-23
84476	domeboro	1994-02-24
10220	hypaque-m,75%	1994-03-25
16980	lithotabs	1994-03-25
10220	hypaque-m,90%	1994-03-25
19476	e-z scrub 241	1994-03-29
16635	cyanocobalamin co 57 schilling test kit	1994-03-31
63107	emgel	1994-04-04
72760	pancuronium bromide	1994-04-18
17986	minizide	1994-05-10
88682	dexchlorpheniramine maleate	1994-05-11
71773	ibuprin	1994-05-11
85106	percocet	1994-05-16
18663	chymodiactin	1994-05-24
88904	myphetane dc	1994-05-25
61737	ziba-rx	1994-06-20
18087	thyrel trh	1994-06-23
20389	mycelex-7 combination pack	1994-06-23
7936	selsun	1994-06-24
17551	perchloracap	1994-06-30
60657	pfizerpen	1994-07-14
14169	dendrid	1994-07-26
12382	largon	1994-08-05
17406	dicopac kit	1994-08-05
84850	mepivacaine hydrochloride w/ levonordefrin	1994-08-10
19854	depen	1994-08-17
12383	colbenemid	1994-08-18
61884	rifamate	1994-08-19
19548	tornalate	1994-09-21
71419	brian care	1994-11-02
87204	crotan	1994-11-08
88508	tussigon	1994-11-22
12489	exna	1994-12-01
11635	diupres-250	1994-12-16
11635	diupres-500	1994-12-16
14715	triavil 4-25	1994-12-28
14715	triavil 4-50	1994-12-28
14715	triavil 4-10	1994-12-28
14715	triavil 2-10	1994-12-28
14715	triavil 2-25	1994-12-28
20240	renormax	1994-12-29
17685	conray 325	1995-01-13
14295	conray 400	1995-01-13
16783	vascoray	1995-01-13
18792	neopham 6.4%	1995-02-09
19529	humulin br	1995-02-10
71961	nitropress	1995-02-10
11467	trancopal	1995-02-15
19369	tegison	1995-02-16
70745	ibu	1995-02-27
17655	neoscan	1995-03-06
18197	rufen	1995-03-06
87677	hy-phen	1995-03-09
83101	propoxyphene compound-65	1995-04-04
63221	ceftazidime sodium in plastic container	1995-04-26
70032	sulfamethoprim-ds	1995-05-10
17902	renovue-65	1995-05-11
17903	renovue-dip	1995-05-11
18077	cholovue	1995-05-11
18926	norquest fe	1995-06-02
19940	actinex	1995-06-14
12828	travase	1995-06-15
50653	actisite	1995-06-16
19775	minipress xl	1995-06-19
70998	k+8	1995-06-23
70999	k+10	1995-06-23
87693	ergomar	1995-06-30
87506	opcon	1995-07-07
10656	floropryl	1995-07-10
14242	dexacort	1995-07-10
62339	statrol	1995-08-04
16803	bronkaid mist	1995-09-15
86402	lidocaine hydrochloride w/ epinephrine	1995-09-19
17563	flavored colestid	1995-09-22
17850	klotrix	1995-10-03
17980	mazanor	1995-10-06
60570	fungizone	1995-10-06
61533	mycostatin	1995-10-16
50694	cefotan in plastic container	1995-10-20
62303	rifadin	1995-10-23
16030	8-hour bayer	1995-10-25
16030	measurin	1995-10-25
89047	sulf-15	1995-10-31
87956	vitamin k1	1995-11-02
74536	haloperidol lactate	1995-11-02
14694	hexadrol	1995-11-08
61147	sumycin	1995-11-09
17956	tepanil ten-tab	1995-11-28
6799	rubramin pc	1995-11-28
11730	mepergan	1995-11-29
16891	talwin compound	1995-11-29
72278	chlordiazepoxide and amitriptyline hydrochloride	1995-11-30
62606	mycolog-ii	1995-11-30
84751	dilor-400	1995-12-15
20530	iontocaine	1995-12-21
63333	cefobid	1995-12-29
80429	anestacon	1996-01-16
16932	valisone	1996-01-25
86013	statobex	1996-01-25
62758	eryzole	1996-02-07
80660	ocusulf-10	1996-02-13
80660	ocusulf-30	1996-02-13
17869	funduscein-25	1996-02-14
84514	dilor	1996-02-22
10562	hydeltra-tba	1996-03-01
13334	decadron w/ xylocaine	1996-03-01
16675	decadron-la	1996-03-01
7750	cortone	1996-03-01
70533	prolixin	1996-03-04
87887	trysul	1996-03-07
62601	mytrex f	1996-03-07
19672	efidac 24 pseudoephedrine hydrochloride/brompheniramine maleate	1996-03-29
80911	testopel	1996-04-08
83201	ala-cort	1996-04-10
50324	neodecadron	1996-04-16
20079	endosol extra	1996-04-16
62812	vancocin hydrochloride	1996-04-24
11338	fluothane	1996-04-29
63253	erythromycin lactobionate	1996-05-10
70347	hydro-ride	1996-05-13
50406	keflex	1996-05-15
17769	calcimar	1996-05-16
20499	actron	1996-05-17
72061	nalidixic acid	1996-05-20
17837	megatope	1996-05-21
12097	kenalog in orabase	1996-05-22
72687	foamicon	1996-05-24
89517	polocaine w/ levonordefrin	1996-05-31
9470	xylocaine viscous	1996-05-31
89209	methylprednisolone	1996-06-07
88850	hydroflumethiazide	1996-06-07
89162	cyclopentolate hydrochloride	1996-06-07
89839	quinidine sulfate	1996-06-10
13220	periactin	1996-06-21
17603	novafed	1996-06-21
12359	salutensin	1996-06-24
12359	salutensin-demi	1996-06-24
11949	saluron	1996-06-24
17688	lasix	1996-06-24
10971	pmb 400	1996-06-27
10971	pmb 200	1996-06-27
20303	premphase (premarin;cycrin 14/14)	1996-06-27
20303	prempro (premarin;cycrin)	1996-06-27
103425	cea-scan	1996-06-28
103634	myoscint	1996-07-03
62501	gentacidin	1996-07-03
62690	ticar	1996-07-03
86263	duvoid	1996-07-11
62739	tazidime in plastic container	1996-07-15
62655	tazidime	1996-07-15
8317	acth	1996-07-25
74511	sulster	1996-07-30
63293	cefotan	1996-08-06
62566	dexacidin	1996-08-08
88791	vasocidin	1996-08-13
88042	triderm	1996-08-14
103769	verluma	1996-08-20
20045	shade uvaguard	1996-08-22
50201	ophthocort	1996-08-27
74346	paser	1996-08-27
40102	methazolamide	1996-08-28
88991	bucet	1996-08-30
88147	aminophylline in sodium chloride 0.45%	1996-09-20
74083	nitroglycerin in dextrose 5%	1996-10-03
20506	tiamate	1996-10-04
20416	feridex i.v.	1996-10-11
19753	ethmozine	1996-10-11
86450	android 10	1996-10-16
87147	android 25	1996-10-16
16211	miochol	1996-10-16
64101	erythro-statin	1996-10-22
74523	metromidol	1996-10-24
103786	retavase	1996-10-30
70273	alphatrex	1996-11-01
88607	gyne-sulf	1996-11-08
17048	peptavlon	1996-11-14
89405	tencon	1996-11-14
62707	nebcin	1996-11-18
19794	depakote cp	1996-12-02
89172	tropicamide	1996-12-04
9182	gantrisin pediatric	1996-12-23
9182	lipo gantrisin	1996-12-23
9182	gantrisin	1996-12-23
18160	demulen 1/35-28	1996-12-27
16936	demulen 1/50-28	1996-12-27
20663	mentax	1996-12-31
73396	clofibrate	1996-12-31
13935	herplex	1997-01-10
20421	femstat 3	1997-01-14
88944	sedapap	1997-01-17
89996	selenium sulfide	1997-01-28
89907	allay	1997-01-31
83914	lidocaine hydrochloride 5% and dextrose 7.5%	1997-02-24
50581	mefoxin in dextrose 5% in plastic container	1997-02-27
50581	mefoxin in sodium chloride 0.9% in plastic container	1997-02-27
20453	pandel	1997-02-28
74726	klor-con m10	1997-03-06
74726	klor-con m15	1997-03-06
74726	klor-con m20	1997-03-06
20529	condylox	1997-03-13
88191	lindane	1997-03-27
64082	ampicillin trihydrate	1997-04-07
17543	ludiomil	1997-04-10
17939	tagamet	1997-04-15
18623	nph purified pork isophane insulin	1997-04-16
18381	regular purified pork insulin	1997-04-16
18383	lente	1997-04-16
20619	betoptic pilo	1997-04-17
70755	lithium citrate	1997-04-22
89472	u-cort	1997-04-24
18245	syntocinon	1997-04-29
17371	pronestyl	1997-05-06
88656	quibron-t	1997-06-23
73262	sulindac	1997-06-23
6146	benadryl	1997-07-01
18900	metro i.v. in plastic container	1997-07-08
71587	lopurin	1997-07-08
83242	amen	1997-07-08
88864	promethazine w/ dextromethorphan	1997-07-09
71481	norethin 1/35e-28	1997-07-11
71480	norethin 1/35e-21	1997-07-11
71539	norethin 1/50m-21	1997-07-11
71540	norethin 1/50m-28	1997-07-11
18478	regular iletin ii	1997-07-16
18477	lente iletin ii	1997-07-16
18479	nph iletin ii	1997-07-16
61897	ilosone	1997-07-22
20345	aminosyn-hf 8%	1997-07-29
17952	trimpex	1997-07-31
17952	trimpex 200	1997-07-31
17810	prostin e2	1997-08-05
18389	aldomet	1997-08-05
18313	sterile water in plastic container	1997-08-21
18316	sorbitol-mannitol in plastic container	1997-08-21
9766	meticorten	1997-08-26
50729	amphotec	1997-08-27
12164	naturetin-10	1997-09-02
12164	naturetin-2.5	1997-09-02
12164	naturetin-5	1997-09-02
74937	children's ibuprofen	1997-09-05
20420	genesa	1997-09-12
74752	cartia xt	1997-09-15
18327	xenon xe 133	1997-09-19
12697	trisoralen	1997-09-23
20443	geref	1997-09-26
20750	tilade	1997-10-01
20292	ferriseltz	1997-10-14
85498	truphylline	1997-10-14
63329	clinda-derm	1997-10-14
103750	streptase	1997-10-15
12770	vosol hc	1997-10-16
12179	vosol	1997-10-16
50493	topicycline	1997-10-17
19836	supprelin	1997-10-23
86711	beta-2	1997-10-27
11738	numorphan	1997-10-29
18127	ovcon-35	1997-11-14
18128	ovcon-50	1997-11-14
71894	acetohexamide	1997-11-25
89594	carisoprodol and aspirin	1997-11-26
89657	methocarbamol and aspirin	1997-11-26
88961	hydra-zide	1997-11-26
71179	clonidine hydrochloride and chlorthalidone	1997-11-26
89386	cycrin	1997-11-28
9900	cortef	1997-12-01
12052	hydrocortone	1997-12-01
73006	cinoxacin	1997-12-10
18153	beclovent	1997-12-10
70288	constulose	1997-12-16
